max_distance_km,depth_max_km,shift_min_s,shift_max_s,t_min_s,t_max_s,processing_length_s,noise_factor,minimum_pre_event_s,t_before_s,t_after_s,distance_source,grid_min_depth_km,grid_max_depth_km,min_depth_km,min_depth_multiplier,max_depth_multiplier,rupture_length_km,rupture_velocity_m_s,velocity_slowest_m_s,covariance
557.9450717090151,112.5526313781738,-2.0,11.389911291082324,0.0,569.184326799789,590.5742380908713,4.0,20.0,2366.0,590.0,station_df,18.7587718963623,112.5526313781738,5.0,0.5,3.0,9.389911291082324,1000.0,1000.0,noise
