variance_reduction,condition_number,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,M0_Nm,Mw,DC_percent,CLVD_percent,ISO_percent,NP1_strike_deg,NP1_dip_deg,NP1_rake_deg,NP2_strike_deg,NP2_dip_deg,NP2_rake_deg
0.8692764169112568,5.070472331869606,1.7319051653865286e+17,-6.644698307585659e+17,1.02503751301538e+17,-7.142707053762947e+17,3.1387637020004506e+17,-2.0278379264362262e+17,1.0740139345222428e+18,5.987339944029357,82.58743022689045,-5.346445662366827,-12.066124110742733,289.3822695884458,79.17571987669925,115.62454332382411,40.76426430078151,27.673931906698343,23.850614701059303
